"""tag"",""text"""
"""real"",""The artist behind this iconic #CharlieHebdo pencil tribute http://t.co/qDdyz2cS8D http://t.co/UrTJu7Pkbd"""
"""real"",""BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station http://t.co/pEFLi4EjX0"""
"""real"",""Charlie Hebdo attack was obviously carefully planned. ... and than you leave your ID card in the getaway car? ─► http://t.co/TzTp8KxRUo"""
"""real"",""It ain't Banksy! Meet @LucilleClerc, artist behind the iconic #CharlieHebdo pencil tribute http://t.co/dSLrOOGQN7 http://t.co/TU2rtmUSd9"""
"""real"",""#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie https://t.co/FZB4b7iMc2 http://t.co/S6s7ZKyOeN"""
"""real"",""Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: http://t.co/J4WBazwZF7 #charliehebdo http://t.co/f3OEIDDj1K"""
"""real"",""The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC"""
"""real"",""French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack http://t.co/9c5VpoFxJI"""
"""real"",""This illustration by @LucilleClerc says it all. #JeSuisCharlie http://t.co/UctYcW96A4"""
"""real"",""Paris says highest alert level extended north to region where attack suspects spotted - @AFP, @MelissaBellF24 https://t.co/pj8kecnVt7"""
"""real"",""Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects. http://t.co/cQsXx2q9PT"""
"""real"",""Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv"""
"""real"",""BREAKING NEWS R.I.P. Ahmed Merabet, #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/4W1VeBUsa0"""
"""real"",""Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF"""
"""real"",""#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France http://t.co/aa3FJVho8K"""
"""real"",""Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way"""
"""real"",""BREAKING NEWS - Exchange of fire reported in #DammartinEnGoele  http://t.co/2A0s2WxBmZ #CharlieHebdo http://t.co/FuysX2plAj"""
"""real"",""Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase http://t.co/FbUYubJDOY"""
"""real"",""#BREAKING Hostages taken north-east of Paris: police"""
"""real"",""BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris http://t.co/cvtBTLqc6e"""
"""real"",""Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of #Paris #CharlieHebdo"""
"""real"",""Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai"""
"""real"",""Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo"""
"""real"",""BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg"""
"""real"",""Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack http://t.co/RkQMx9cijy http://t.co/CilbwL4ewF"""
"""real"",""BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers"""
"""real"",""BREAKING: Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at: http://t.co/SIQeukZutl"""
"""real"",""BREAKING: French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen."""
"""real"",""Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv"""
"""real"",""Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken - @FRANCE24 broadcast http://t.co/ZFJYh80uxy"""
"""real"",""#BREAKING - #FRANCE: Hostages taken at company North-East of #Paris https://t.co/4yt6nafpIg #CharlieHebdo http://t.co/DPPbKD3RUk"""
"""real"",""BREAKING NEWS: Reports of shots fired, car chase northeast of Paris as French police hunt Charlie Hebdo attackers. http://t.co/yRb5bP0YV1"""
"""real"",""France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris - @AP http://t.co/ZFJYh80uxy"""
"""real"",""BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ"""
"""real"",""#BREAKING: Reports hostage situation underway north-east of Paris http://t.co/COe8YbNp2M #CharlieHebdo http://t.co/GpbstHfKEc"""
"""real"",""French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV"""
"""real"",""BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele."""
"""real"",""MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: http://t.co/H1bHg5T7Ec"""
"""real"",""DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects http://t.co/G6eunBDIrj http://t.co/sWDOsIfEnP"""
"""real"",""BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway http://t.co/f30TSVt1yN http://t.co/1ShVASm5ym"""
"""real"",""Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3"""
"""real"",""BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says"""
"""real"",""Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md"""
"""real"",""Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o"""
"""real"",""#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered http://t.co/G958ogOrXZ"""
"""real"",""DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B"""
"""real"",""Breaking: Police suspect gunmen have taken one hostage, after shots were fired involving Charlie Hebdo suspects http://t.co/FYkXChPD4d"""
"""real"",""Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC"""
"""real"",""BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media http://t.co/G6eunBDIrj"""
"""real"",""Update - Reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in Dammartin-en-Goele in France"""
"""real"",""Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack http://t.co/U8BE162qls"""
"""real"",""#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo"""
"""real"",""Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage: http://t.co/HvWOnQGf9x http://t.co/NW8RB0E0kY"""
"""real"",""Charlie Hebdo Suspects and Police Are Said to Exchange Fire Northeast of Paris http://t.co/PAeylkumvD"""
"""real"",""→ http://t.co/qmWa9qgRrg Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485 http://t.co/akSz683KbY"""
"""real"",""Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo"""
"""real"",""#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie http://t.co/AJYsqfKMwa"""
"""real"",""Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN"""
"""real"",""BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris http://t.co/nXWWIfklMi"""
"""real"",""What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/GWpwcdfIJA http://t.co/UpeKOm4WCN"""
"""real"",""Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate."""
"""real"",""The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4"""
"""real"",""Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: http://t.co/7N7uvClhWY (Pic:Martmann/Reuters) http://t.co/kntlzzmvHm"""
"""real"",""BREAKING: French police: Suspects in newspaper attack appear to have taken a hostage northeast of Paris"""
"""real"",""BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris."""
"""real"",""#BREAKING Paris massacre suspects holding one hostage: police source"""
"""real"",""Meaux hospital sent medical team to reported hostage scene northeast of Paris, hospital communications director says. http://t.co/vncToPmhMX"""
"""real"",""#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source) http://t.co/LdSF5QeCiv http://t.co/2y5fPwHXA7"""
"""real"",""Schools close, people told to stay indoors amid Dammartin-en-Goele #CharlieHebdo manhunt  http://t.co/D8ZTxcCaK5 http://t.co/juVYYleAJ4"""
"""real"",""Latest on the manhunt for Charlie Hebdo attackers: http://t.co/JfmqW07Vhk http://t.co/mjiiPM2gHG"""
"""real"",""Schools closed, Dammartin-en-Goele residents told to stay indoors, town 'like warzone' http://t.co/G6eunBDIrj http://t.co/FAtmW7d3xk"""
"""real"",""Paris Murder Suspects Cornered with Hostage http://t.co/yzHJi4Hw54"""
"""real"",""MORE: Massacre suspects believed to have taken hostage and holed up in small industrial town northeast of Paris: http://t.co/lmr2ImJhmr"""
"""real"",""#CharlieHebdo latest: - 2 gunmen believed holed up in building - reports of 1 hostage - Shots fired in car chase http://t.co/Xl5uwqHQta"""
"""real"",""DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company http://t.co/G6eunBDIrj http://t.co/Jw357f31GO"""
"""real"",""Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: http://t.co/8zhiaZAshc http://t.co/zCpXy3EN1P"""
"""real"",""Special forces stands on the roof of a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/gcm7TRRVfd"""
"""real"",""Building in Dammartin-en-Goele where #CharlieHebdo suspects believed to be holed up http://t.co/BXIQYIqT0R http://t.co/HSzL3gK9eT"""
"""real"",""Charlie Hebdo killers say they ""want to die like martyrs"". I suspect the French police will be happy to oblige ..."""
"""real"",""UPDATE: French police in standoff with #CharlieHebdo attack suspects, hostage believed taken http://t.co/Jzqo5Su0a1 http://t.co/zexuGWcdzd"""
"""real"",""Gallery: Tank &amp; armoured car seen near #CharlieHebdo seige outside Paris (by @heathcliffom) http://t.co/KAlTe4Fmsd http://t.co/9lyesZgpAL"""
"""real"",""#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media http://t.co/Qgmn70TXSU"""
"""real"",""There's a tank near the #Paris hostage scene http://t.co/7N7uvClhWY (Pic: Heathcliff O'Malley) http://t.co/EPXhd9k6GF"""
"""real"",""A person living near the #Dammartin hostage scene sent us these photos #CharlieHebdo #obs http://t.co/FKHD1fGt03"""
"""real"",""Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo http://t.co/O5VQOFpWlV"""
"""real"",""Charlie Hebdo killers tell police: 'We are ready to die as martyrs' http://t.co/h4Gp9BAetN http://t.co/MMF4hXUKDd"""
"""real"",""#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF"""
"""real"",""BREAKING: #CharlieHebdo suspects “almost certainly behind hostage taking,"" say officials: http://t.co/qB4b5cKvPg http://t.co/iGJNu386dQ"""
"""real"",""Hundreds of police at siege in Dammartin-en-Goele. Follow our #CharlieHebdo coverage: http://t.co/jMOZXPaSOJ http://t.co/kPAlm9TQwQ"""
"""real"",""Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF"""
"""real"",""Charlie Hebdo attack suspects told police by phone they wanted to die as martyrs, French lawmaker tells TV station. http://t.co/7Bxdhozq4H"""
"""real"",""AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage http://t.co/H9SwsdTFRf"""
"""real"",""Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH"""
"""real"",""Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi"""
"""real"",""Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack"""
"""real"",""Killing of policewoman in Paris linked to #CharlieHebdo killers, police tell French media after identifying suspect http://t.co/vMD7kvcrjr"""
"""real"",""Update - French media: identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi"""
"""real"",""Police have surrounded the area where the #CharlieHebdo attack suspects are believed to be: http://t.co/3tGXEIX4F2 https://t.co/aBSezf2QWS"""
"""real"",""Helicopters and vehicles are seen next to a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/CBBLljNX0K"""
"""real"",""Military helicopters seen dropping special forces in fields around Dammartin-en-Goele - @SkyNews http://t.co/tap0ntW3Rg"""
"""real"",""The latest on the manhunt for Charlie Hebdo suspects: http://t.co/F3hv000UQX http://t.co/r0TgWbIxsr"""
"""real"",""MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV"""
"""real"",""BREAKING NEWS: PARIS SHOOTERS ARE IN CONFRONTATION WITH POLICE. HOSTAGES INVOLVED. #ParisShooting"""
"""real"",""Update - French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old"""
"""real"",""Paris attack suspects have taken a hostage. French police have them cornered near Paris airport. Live: http://t.co/fw92nASZxK"""
"""real"",""#BREAKING Armed man takes hostage in kosher grocery in Paris: source"""
"""real"",""BREAKING: Armed man takes hostage in kosher grocery east of Paris http://t.co/PBs3sMwhLt"""
"""real"",""Update - AFP reports an armed man has taken a hostage in a kosher grocery in #Paris"""
"""real"",""BREAKING: Gunfire at store in Porte de Vincennes, eastern Paris - reports http://t.co/cI8cztQjE6"""
"""real"",""Gunman Takes Hostage In Paris Shop - Report http://t.co/BbPuxPz8Fk"""
"""real"",""Charlie Hebdo: AFP reports another shooting and hostage taken at grocery in eastern Paris – live updates http://t.co/hRyDuB5t0K"""
"""real"",""#BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris http://t.co/uel0jveeWP"""
"""real"",""BREAKING: Hostage taken at kosher deli in Paris by gunman who killed cop yesterday http://t.co/vQMplUv5Qu"""
"""real"",""#BREAKING - One person has been injured in the shootout at kosher grocery store in Porte de #Vincennes http://t.co/uel0jveeWP"""
"""real"",""DETAILS: Armed man takes hostage in kosher grocery store in #Vincennes eastern Paris - Reports http://t.co/cI8cztQjE6"""
"""real"",""BREAKING: Reports that an armed man has taken a hostage in eastern Paris in a third attack #ParisShooting http://t.co/f30TSVt1yN"""
"""real"",""BREAKING NEWS: Hostage situation at supermarket in eastern Paris after shots ring out - AFP"""
"""real"",""A French police officer said that the suspected Charlie Hebdo gunmen said they seek to “die as martyrs” http://t.co/cQZezwr4sl"""
"""real"",""Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday"""
"""real"",""#BREAKING At least one injured in Paris kosher grocery shooting, hostage drama: sources"""
"""real"",""JUST IN: A separate shooting and hostage situation at a supermarket in eastern Paris has been reported ... developing"""
"""real"",""Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs http://t.co/BbPuxPz8Fk http://t.co/0ZviEoZLtN"""
"""real"",""#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/4yt6nafpIg http://t.co/f9N8Bjn68I"""
"""real"",""#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/h1qXZG6GlP http://t.co/vpD5A5FYGi"""
"""real"",""[Happening Now] Shooting and hostage situation at Kosher supermarket in eastern #Paris http://t.co/TszoK14DJH http://t.co/lAYTn6mfvs"""
"""real"",""Jewish bakery hit in new shooting and hostage siege in Paris suburb of Vincennes http://t.co/qXnnNaoWjJ via @taylorgroupusa"""
"""real"",""CRISIS IN FRANCE - Massacre suspects take hostage at business near Paris - Policewoman-killer takes hostages at supermarket in east Paris"""
"""real"",""BREAKING: Another hostage situation developing in a Parisian Kosher supermarket http://t.co/f48bgredPb #CharlieHebdo http://t.co/nl4ipAXaHw"""
"""real"",""#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source"""
"""real"",""MORE: Police surround kosher grocery store in eastern Paris where armed man is holding hostage http://t.co/cI8cztQjE6 http://t.co/BAwGOO5Wn3"""
"""real"",""JUST IN: Police confirm to @ABC there is a second hostage situation underway in eastern Paris"""
"""real"",""#BREAKING At least five hostages in Paris kosher supermarket: source"""
"""real"",""BREAKING: Paris prosecutor: Gunman with hostages in kosher market in eastern Paris; police SWAT on scene."""
"""real"",""#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/4yt6nafpIg #Vincennes http://t.co/Vnyhqye2ps"""
"""real"",""#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/h1qXZG6GlP #Vincennes http://t.co/NYRdp3n1lT"""
"""real"",""Paris: reports that man suspected of killing policewoman has 5 hostages at kosher supermarket  http://t.co/ZuU5xaf25I http://t.co/DVYPLL3XbF"""
"""real"",""#BREAKING - 1 injured in #Paris Kosher supermarket shooting, hostage drama underway &gt;&gt;&gt; http://t.co/UWSXS2YVKU http://t.co/9QtJKgfWxo"""
"""real"",""Breaking: Armed man linked to Charlie Hebdo suspects takes hostages at kosher grocery store in east Paris  http://t.co/t1SKHe7p2y"""
"""real"",""Update - AFP reports at least five people have been taken hostage and one person wounded after shooting at kosher grocery in eastern #Paris"""
"""real"",""MORE: At least 5 hostages are reported held by gunman in eastern Paris kosher grocery store http://t.co/cI8cztQjE6 http://t.co/sdCcVi7dcf"""
"""real"",""Feared at least 5 hostages are being held in Paris 'kosher' grocery http://t.co/zoafNwyEtr http://t.co/ntDatZ8Pp7"""
"""real"",""At least five people have been taken hostage at the kosher grocery, reports say #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/2NtIkBmIYk"""
"""real"",""AFP reporting at least five hostages have been taken at kosher shop in Paris - live http://t.co/hRxscrV6yW #CharlieHebdo"""
"""real"",""At least 2 injured in new shootout in Eastern Paris / 5 hostages held in Kosher supermarket http://t.co/LdSF5QeCiv http://t.co/cmqBNfDpwd"""
"""real"",""MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"""
"""real"",""Reports that the Jewish community in #France going in to lockdown. Shops, synagogues, schools etc. #ParisShooting #CharlieHebdo"""
"""real"",""Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/rObM6QtWIZ"""
"""real"",""#BREAKING At least two killed in hostage drama east of Paris: source"""
"""real"",""JUST IN: Police tell @ABC it's probable gunman in second Paris hostage situation is man who killed a policewoman yesterday - @WilliamsJon"""
"""real"",""BREAKING:  At least two reportedly killed in hostage drama in Paris-area kosher synagogue http://t.co/PBs3sMwhLt"""
"""real"",""#BREAKING - At least 2 dead in  hostage standoff in Paris Kosher supermarket (AFP) http://t.co/OYSXRQ9xuv http://t.co/SQUsZcitcO"""
"""real"",""Update - AFP reports at least two people killed after shooting at kosher grocery in eastern #Paris in which at least five were taken hostage"""
"""real"",""#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow."""""
"""real"",""An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad. http://t.co/yXXlHehst9"""
"""real"",""BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/C2WrcWLUZh"""
"""real"",""DEVELOPING: 2 reported dead in second hostage situation at Paris grocery store http://t.co/F4K3C1lot7"""
"""real"",""French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu"""
"""real"",""Breaking: Gunman linked to 'Charlie Hebdo' shooters takes hostages at kosher grocery store http://t.co/OPZgxUhYlv"""
"""real"",""#BREAKING Reports: 2 dead in Paris kosher supermarket hostage situation http://t.co/VsvZVWiQ19"""
"""real"",""At least two killed in hostage drama east of Paris. Photo @MartinBureau1 #AFP http://t.co/ZvcbbTgvNm"""
"""real"",""BREAKING: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects."""
"""real"",""BREAKING: Police: Hostage-taker at Paris market is suspect in slaying of policewoman a day earlier."""
"""real"",""AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters."""
"""real"",""UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in #CharlieHebdo shooting - Reports http://t.co/1Y123fisl2"""
"""real"",""BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source"""
"""real"",""Five hostages are being held at a kosher grocery store in east Paris http://t.co/w8UiYqEqTM http://t.co/UFnpEqXvLi"""
"""real"",""BREAKING: Another shooting and hostage situation is reported in Paris, at least 2 dead http://t.co/Dysuh2lHH3"""
"""real"",""Suspects in Thursday slaying of policewoman and current hostage situation in the East of Paris. AFP http://t.co/sDwgb6GEDw"""
"""real"",""MORE: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects: http://t.co/RHLq7ZcHkE"""
"""real"",""Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died http://t.co/0wLOuy8soe"""
"""real"",""Breaking: Unconfirmed reports of a gunman at the Trocadero near the Eiffel Tower in #Paris. More info when available."""
"""real"",""Trocadero square in Paris evacuated. Policemen pointing their gun. http://t.co/u6qjxNUibY via @MelodiePeps"""
"""real"",""Hostage-taker at Paris grocery is suspect in fatal shooting of officer; official confirms that shooting linked to newspaper attack - @AP"""
"""real"",""#BREAKING Paris hostage-taker 'knows' one Charlie Hebdo killer: source"""
"""real"",""French police: Hostage-taker at Paris market linked to #CharlieHebdo attack http://t.co/YfzbniZmak http://t.co/4HVVUhdG4C"""
"""real"",""Trocadero square in Paris evacuated. Policemen pointing their gun. http://t.co/3fCXh6Sgp8 via @MelodiePeps"""
"""real"",""#BREAKING: Trocadero square in Paris is evacuated. Unconfirmed reports of a gunman there http://t.co/XWREHWQuxs"""
"""real"",""There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/U7DXrdPheI"""
"""real"",""And now reports of a possible fourth shooting incident at Trocadero near Eiffel Tower. Trying to get confirmation."""
"""real"",""French media report the Trocadero near the Eiffel Tower in #Paris has been evacuated and police have been deployed there"""
"""real"",""Another shooting reported at the Trocadero near the Eiffel Tower (LIVE UPDATES) http://t.co/cI8cztQjE6"""
"""real"",""Trocadero, it was a fasle alert (Ministry of Interior) Via @WilliamMolinie"""
"""real"",""Armed French Police At Trocadero In Paris http://t.co/ZpJZ7M5ns3"""
"""real"",""Suspect in Montrouge killing also suspected in today's market standoff in Paris, source tells CNN affiliate BFMTV. http://t.co/7Bxdhozq4H"""
"""real"",""UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be ""false alarm""."""
"""real"",""And now the Trocadero. I have a very bad feeling about today"""
"""real"",""6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasn't confirmed number. http://t.co/7Bxdhozq4H"""
"""real"",""Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/TsUFvSVT8u"""
"""real"",""The suspect in a Paris kosher supermarket siege killed two people and is holding hostages http://t.co/5SVEWDrw1F"""
"""real"",""Update - French interior ministry says incident which led to evacuation of Trocadero near the Eiffel Tower in Paris was a false alarm"""
"""real"",""On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif"""
"""real"",""Israeli news is carrying a live interview with a woman whose niece is one of the hostages in #Paris. Niece is inside with a 6-month-old baby"""
"""real"",""BREAKING: Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks."""
"""real"",""BREAKING UPDATE - FRANCE: Police order all shops closed in famed Jewish neighborhood in central Paris following attacks."""
"""real"",""French media say Paris hostage-taker demanding freedom of #CharlieHebdo suspects #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/MI7DYRuBDP"""
"""real"",""Breaking: Two hostage situations in France are linked, Paris prosecutor says"""
"""real"",""France faces 2 hostage-taking attacks; Paris kosher market attack has 5 hostages, some wounded: http://t.co/dWlaFSDKjL"""
"""real"",""BREAKING NEWS: Market gunman threatens to kill hostages if police storm terrorist brothers. -Paris police"""
"""real"",""Twin hostage situations Erupt in Paris. Two victims have been killed. Our updated story: http://t.co/Z5xnRNhRhN"""
"""real"",""BREAKING: Paris police: Market gunman threatens to kill hostages if police storm terrorist brothers."""
"""real"",""UPDATE: Two hostage situations in France are linked, Paris prosecutor says: http://t.co/CoH7zjBeax http://t.co/7XgjKRDq4u"""
"""real"",""Update - police say gunman in #Paris grocery threatens to kill hostages if police storm suspected #CharlieHebdo gunmen in Dammartin-en-Goele"""
"""real"",""MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK"""
"""real"",""Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects http://t.co/ATmBpjwW3b http://t.co/4auIDG7ljG"""
"""real"",""Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/YPIlwckuuw"""
"""real"",""Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers. http://t.co/EBbK7ny8Cx"""
"""real"",""Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/7Bxdhozq4H http://t.co/0SmxqdDLrX"""
"""real"",""Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU"""
"""real"",""Paris gunman vows to kill 5 hostages if France storms printing plant with brothers accused of attacking newspaper: http://t.co/d2WXdK4XLG"""
"""real"",""Suspected #CharlieHebdo killers are in same jihadist group as hostage-taker in Paris store, police union rep says. http://t.co/7Bxdhozq4H"""
"""real"",""#BREAKING Both #CharlieHebdo suspects killed after police operation in Dammartin-en-Goele, reports AFP"""
"""real"",""#CharlieHebdo killers shot dead by police"""
"""real"",""#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z"""
"""real"",""BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP"""
"""real"",""#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault"""
"""real"",""URGENT: Both #CharlieHebdo suspects killed - reports http://t.co/QZbkbOTJNg http://t.co/PB05L1pWmZ"""
"""real"",""The two suspected #CharlieHebdo gunmen have been killed, according to reports. #ParisAttacks http://t.co/sS4Js4JZwm http://t.co/04KSGEeu5i"""
"""real"",""Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H"""
"""real"",""#CharlieHebdo suspects killed, hostage freed and safe after police assault. Photo Joel Saget #AFP http://t.co/AW5E6KEuzy"""
"""real"",""#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/LdSF5QeCiv"""
"""real"",""#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/OYSXRQ9xuv"""
"""real"",""AFP: suspected #CharlieHebdo gunmen have been killed"""
